id,ethnicity,religion,sign
51428,white,christianity but not too serious about it,virgo but it doesn&rsquo;t matter
51430,white,judaism but not too serious about it,virgo and it&rsquo;s fun to think about
51432,white,judaism but not too serious about it,virgo and it&rsquo;s fun to think about
51434,indian,agnosticism and laughing about it,leo and it&rsquo;s fun to think about
51440,white,christianity but not too serious about it,leo and it&rsquo;s fun to think about
51447,white,judaism but not too serious about it,libra
51459,white,agnosticism,sagittarius and it&rsquo;s fun to think about
51470,asian,atheism and somewhat serious about it,aquarius but it doesn&rsquo;t matter
51473,white,catholicism but not too serious about it,cancer
51488,white,christianity,gemini
51496,white,buddhism and laughing about it,scorpio and it&rsquo;s fun to think about
51504,white,judaism but not too serious about it,taurus and it&rsquo;s fun to think about
51505,white,other and somewhat serious about it,leo but it doesn&rsquo;t matter
51520,asian,buddhism and somewhat serious about it,leo but it doesn&rsquo;t matter
51530,white,other and laughing about it,gemini and it&rsquo;s fun to think about
51535,hispanic / latin,other but not too serious about it,leo and it&rsquo;s fun to think about
51545,white,christianity and laughing about it,capricorn and it&rsquo;s fun to think about
51546,white,christianity but not too serious about it,aries but it doesn&rsquo;t matter
51554,white,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about
51565,white,buddhism and laughing about it,pisces and it&rsquo;s fun to think about
51568,white,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter
51571,asian,buddhism,virgo and it&rsquo;s fun to think about
51575,white,agnosticism,libra
51576,"black, native american, white",other and laughing about it,libra and it matters a lot
51578,white,agnosticism and laughing about it,leo and it&rsquo;s fun to think about
51580,asian,atheism but not too serious about it,aquarius and it&rsquo;s fun to think about
51582,white,christianity and very serious about it,virgo and it&rsquo;s fun to think about
51588,white,judaism but not too serious about it,gemini but it doesn&rsquo;t matter
51590,black,catholicism,leo and it&rsquo;s fun to think about
51597,white,other and somewhat serious about it,taurus and it&rsquo;s fun to think about
51599,"middle eastern, white, other",other,cancer but it doesn&rsquo;t matter
51603,white,atheism and very serious about it,taurus but it doesn&rsquo;t matter
51607,white,atheism but not too serious about it,taurus and it&rsquo;s fun to think about
51619,white,christianity but not too serious about it,gemini
51620,white,other and laughing about it,sagittarius and it&rsquo;s fun to think about
51622,white,christianity but not too serious about it,libra and it&rsquo;s fun to think about
51625,white,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about
51640,white,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter
51641,white,agnosticism and somewhat serious about it,taurus and it&rsquo;s fun to think about
51662,asian,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about
51666,white,other and laughing about it,cancer and it&rsquo;s fun to think about
51672,white,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
51681,white,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about
51686,asian,buddhism but not too serious about it,virgo and it&rsquo;s fun to think about
51688,white,other and very serious about it,gemini and it&rsquo;s fun to think about
51693,"indian, white",agnosticism and laughing about it,libra and it&rsquo;s fun to think about
51706,asian,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about
51707,"black, native american, white",other and laughing about it,aquarius but it doesn&rsquo;t matter
51708,black,catholicism and somewhat serious about it,taurus but it doesn&rsquo;t matter
51719,asian,atheism but not too serious about it,cancer and it&rsquo;s fun to think about
51720,white,atheism but not too serious about it,aquarius and it&rsquo;s fun to think about
51730,white,agnosticism,taurus
51734,white,atheism,capricorn
51736,white,atheism and laughing about it,virgo but it doesn&rsquo;t matter
51749,white,catholicism and laughing about it,capricorn and it&rsquo;s fun to think about
51750,white,agnosticism and somewhat serious about it,virgo but it doesn&rsquo;t matter
51751,white,judaism,sagittarius and it&rsquo;s fun to think about
51753,white,christianity but not too serious about it,taurus and it&rsquo;s fun to think about
51756,indian,atheism but not too serious about it,virgo and it&rsquo;s fun to think about
51757,white,agnosticism,taurus but it doesn&rsquo;t matter
51766,white,agnosticism and laughing about it,taurus but it doesn&rsquo;t matter
51773,white,christianity and somewhat serious about it,gemini and it&rsquo;s fun to think about
51779,white,atheism and laughing about it,pisces and it&rsquo;s fun to think about
51786,white,other and laughing about it,aries
51806,white,atheism,pisces but it doesn&rsquo;t matter
51816,white,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter
51820,white,judaism but not too serious about it,taurus and it&rsquo;s fun to think about
51825,white,christianity but not too serious about it,virgo and it&rsquo;s fun to think about
51853,white,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
51861,white,buddhism and somewhat serious about it,aquarius and it&rsquo;s fun to think about
51873,white,agnosticism and laughing about it,cancer and it&rsquo;s fun to think about
51884,middle eastern,catholicism but not too serious about it,gemini and it matters a lot
51888,black,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
51890,other,catholicism and somewhat serious about it,pisces and it&rsquo;s fun to think about
51897,asian,catholicism and laughing about it,sagittarius but it doesn&rsquo;t matter
51898,black,christianity and somewhat serious about it,cancer and it&rsquo;s fun to think about
51901,asian,buddhism but not too serious about it,sagittarius but it doesn&rsquo;t matter
51904,"pacific islander, hispanic / latin",christianity and somewhat serious about it,aries
51907,black,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
51913,other,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about
51915,white,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter
51923,"white, other",judaism but not too serious about it,virgo and it&rsquo;s fun to think about
51929,white,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about
51939,asian,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about
51945,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
51946,white,other but not too serious about it,gemini but it doesn&rsquo;t matter
51958,black,christianity,sagittarius and it&rsquo;s fun to think about
51960,white,christianity but not too serious about it,leo and it&rsquo;s fun to think about
51964,white,other and very serious about it,taurus and it&rsquo;s fun to think about
51974,white,atheism but not too serious about it,virgo but it doesn&rsquo;t matter
51975,white,other and laughing about it,scorpio and it&rsquo;s fun to think about
51985,white,agnosticism,aries but it doesn&rsquo;t matter
51988,"white, other",judaism but not too serious about it,aquarius but it doesn&rsquo;t matter
52003,white,other,cancer
52023,asian,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about
52028,white,catholicism but not too serious about it,aries but it doesn&rsquo;t matter
52032,white,atheism and very serious about it,virgo and it&rsquo;s fun to think about
52035,white,christianity but not too serious about it,capricorn but it doesn&rsquo;t matter
52036,white,other but not too serious about it,gemini but it doesn&rsquo;t matter
52043,black,christianity,sagittarius and it&rsquo;s fun to think about
52044,white,atheism and very serious about it,gemini but it doesn&rsquo;t matter
52047,white,agnosticism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
52051,white,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about
52062,white,christianity but not too serious about it,capricorn and it&rsquo;s fun to think about
52063,"black, white",atheism and laughing about it,taurus and it&rsquo;s fun to think about
52070,white,agnosticism,aquarius but it doesn&rsquo;t matter
52079,asian,other and somewhat serious about it,leo and it&rsquo;s fun to think about
52083,white,christianity but not too serious about it,gemini but it doesn&rsquo;t matter
52089,"asian, middle eastern, native american, pacific islander, white, other",other but not too serious about it,aquarius and it&rsquo;s fun to think about
52095,white,atheism but not too serious about it,aquarius but it doesn&rsquo;t matter
52099,white,judaism but not too serious about it,aquarius and it&rsquo;s fun to think about
52116,"hispanic / latin, white",christianity and somewhat serious about it,aquarius but it doesn&rsquo;t matter
52117,"white, other",other,capricorn and it&rsquo;s fun to think about
52119,white,catholicism and somewhat serious about it,taurus but it doesn&rsquo;t matter
52125,white,judaism and laughing about it,scorpio but it doesn&rsquo;t matter
52128,white,catholicism and somewhat serious about it,leo and it&rsquo;s fun to think about
52129,other,other and laughing about it,aquarius but it doesn&rsquo;t matter
52135,white,atheism and laughing about it,scorpio but it doesn&rsquo;t matter
52151,white,agnosticism and laughing about it,capricorn and it&rsquo;s fun to think about
52156,asian,buddhism and somewhat serious about it,virgo but it doesn&rsquo;t matter
52161,white,other but not too serious about it,cancer and it&rsquo;s fun to think about
52167,white,other,capricorn and it&rsquo;s fun to think about
