age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
32,seeing someone,f,bisexual,thin,mostly anything,socially,sometimes,graduated from college/university,white,68.0,-1,other,2012-05-23-19-51,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,other and laughing about it,gemini but it doesn&rsquo;t matter,no,english (okay),48191
31,single,f,straight,a little extra,mostly other,socially,never,graduated from college/university,black,64.0,-1,education / academia,2012-06-30-17-45,"menlo park, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), italian (poorly), latin (poorly), lisp (fluently)",48215
34,single,m,straight,athletic,mostly vegetarian,rarely,never,graduated from ph.d program,asian,68.0,-1,medicine / health,2012-06-30-19-05,"san francisco, california","doesn't have kids, but might want them",likes dogs,agnosticism and laughing about it,libra but it doesn&rsquo;t matter,when drinking,"english (fluently), chinese (poorly)",48218
22,single,f,straight,a little extra,mostly anything,not at all,never,working on two-year college,"black, native american",67.0,20000,education / academia,2012-06-18-17-10,"richmond, california","doesn't have kids, but wants them",has dogs and likes cats,christianity and somewhat serious about it,pisces and it matters a lot,no,english (fluently),48220
27,single,f,straight,curvy,mostly other,socially,never,working on masters program,white,68.0,-1,other,2012-06-30-15-04,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,buddhism but not too serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), portuguese (poorly), sign language (poorly)",48222
50,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from college/university,white,74.0,-1,executive / management,2012-06-30-18-14,"belvedere tiburon, california","doesn't have kids, but might want them",likes dogs and likes cats,judaism but not too serious about it,virgo but it doesn&rsquo;t matter,no,english (fluently),48225
26,single,m,straight,thin,mostly other,rarely,sometimes,graduated from college/university,"white, other",71.0,100000,executive / management,2012-06-29-17-00,"san francisco, california",doesn't have kids,likes dogs and likes cats,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), german (poorly)",48252
22,single,f,straight,skinny,anything,socially,never,working on college/university,white,63.0,-1,artistic / musical / writer,2012-06-30-09-36,"palo alto, california",doesn't have kids,likes dogs,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter,sometimes,"english, french (poorly)",48253
52,single,f,straight,thin,mostly vegetarian,socially,never,graduated from college/university,white,63.0,-1,education / academia,2012-06-29-18-13,"sausalito, california",has kids,has cats,other,cancer but it doesn&rsquo;t matter,no,english,48257
60,single,m,straight,average,anything,socially,never,graduated from ph.d program,white,72.0,20000,education / academia,2011-09-10-12-03,"sausalito, california",doesn't want kids,dislikes dogs and dislikes cats,buddhism and laughing about it,taurus and it&rsquo;s fun to think about,no,english (fluently),48261
31,single,f,straight,skinny,mostly anything,socially,never,graduated from college/university,asian,63.0,-1,other,2012-06-28-15-08,"pinole, california","doesn't have kids, but wants them",dislikes dogs and likes cats,other but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english, chinese",48264
61,single,m,straight,athletic,mostly other,socially,never,graduated from ph.d program,white,74.0,-1,medicine / health,2012-06-28-04-40,"sausalito, california","has kids, but doesn't want more",likes dogs and likes cats,other and laughing about it,aquarius,no,"english (fluently), swedish (poorly), french (poorly), spanish (poorly)",48268
46,single,m,gay,fit,mostly anything,socially,never,graduated from college/university,white,73.0,-1,other,2012-06-26-17-47,"berkeley, california",doesn't want kids,likes dogs,christianity,aries,no,english,48269
37,single,m,straight,average,anything,socially,never,graduated from college/university,white,68.0,80000,banking / financial / real estate,2012-06-30-11-06,"castro valley, california",doesn't want kids,likes dogs and has cats,agnosticism,sagittarius but it doesn&rsquo;t matter,no,english,48289
34,single,m,straight,athletic,strictly anything,rarely,never,working on two-year college,black,74.0,-1,transportation,2012-05-27-17-34,"pacifica, california",has kids,likes dogs and dislikes cats,other and very serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), arabic (poorly), german (poorly), japanese (poorly)",48291
21,single,m,straight,average,mostly anything,socially,never,working on college/university,hispanic / latin,68.0,20000,hospitality / travel,2012-06-26-15-27,"san lorenzo, california","doesn't have kids, but might want them",has dogs,agnosticism,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), japanese (okay)",48315
26,single,m,gay,skinny,mostly anything,socially,never,working on masters program,white,68.0,-1,computer / hardware / software,2012-06-27-20-56,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,agnosticism and laughing about it,libra but it doesn&rsquo;t matter,no,english (poorly),48320
41,available,f,straight,fit,anything,socially,never,graduated from college/university,white,67.0,20000,artistic / musical / writer,2012-06-20-16-37,"berkeley, california",has kids,likes dogs and likes cats,buddhism and somewhat serious about it,gemini and it&rsquo;s fun to think about,no,"english, italian, dutch, finnish, french",48323
53,single,m,straight,fit,mostly anything,not at all,never,graduated from high school,white,73.0,20000,medicine / health,2012-06-30-20-25,"san mateo, california",doesn't want kids,likes dogs and likes cats,other and very serious about it,sagittarius and it&rsquo;s fun to think about,no,english,48324
27,single,m,straight,average,other,rarely,never,graduated from college/university,asian,70.0,20000,education / academia,2012-06-27-10-34,"alameda, california",doesn't have kids,likes dogs and likes cats,christianity and very serious about it,libra and it&rsquo;s fun to think about,no,"english, chinese",48331
25,single,f,straight,average,anything,socially,never,graduated from college/university,white,66.0,-1,medicine / health,2012-04-24-20-11,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity,virgo,no,english,48333
27,single,m,straight,fit,strictly anything,socially,sometimes,graduated from college/university,white,71.0,-1,unemployed,2012-02-18-17-29,"san carlos, california","doesn't have kids, but might want them",likes dogs and likes cats,other,taurus but it doesn&rsquo;t matter,sometimes,english,48334
30,single,f,straight,curvy,mostly anything,socially,sometimes,graduated from masters program,black,65.0,-1,executive / management,2012-06-29-19-59,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,other but not too serious about it,leo but it doesn&rsquo;t matter,sometimes,"english (fluently), french (poorly)",48336
40,single,f,straight,athletic,anything,rarely,never,graduated from college/university,white,62.0,-1,computer / hardware / software,2012-06-29-00-06,"palo alto, california",doesn't have kids,likes cats,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter,no,english,48338
24,single,m,straight,thin,strictly anything,rarely,often,working on college/university,white,64.0,-1,executive / management,2012-06-04-01-22,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and has cats,agnosticism,aquarius,no,english (poorly),48343
29,available,f,bisexual,curvy,mostly vegetarian,often,sometimes,graduated from college/university,white,63.0,-1,medicine / health,2012-06-21-20-19,"san francisco, california",doesn't want kids,likes dogs,agnosticism and laughing about it,aries but it doesn&rsquo;t matter,when drinking,"english (fluently), german (poorly)",48346
30,single,m,straight,fit,vegan,not at all,never,graduated from space camp,white,70.0,-1,education / academia,2012-06-30-22-53,"berkeley, california","doesn't have kids, and doesn't want any",likes dogs and has cats,buddhism,leo,no,"english (fluently), french (okay), russian (okay)",48349
30,single,m,straight,fit,mostly anything,socially,never,graduated from masters program,asian,70.0,-1,science / tech / engineering,2012-06-19-21-15,"san francisco, california","doesn't have kids, but might want them",likes dogs,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), lisp (poorly)",48351
25,single,f,straight,full figured,mostly anything,socially,never,graduated from college/university,"black, native american",65.0,-1,other,2012-06-29-23-31,"castro valley, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity,libra but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",48357
21,single,f,straight,rather not say,mostly anything,not at all,never,working on college/university,white,71.0,-1,student,2012-06-29-21-16,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",48358
61,single,f,straight,a little extra,mostly anything,socially,never,graduated from masters program,white,67.0,50000,education / academia,2012-01-15-07-29,"novato, california",has a kid,likes dogs and has cats,catholicism and somewhat serious about it,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), italian (poorly)",48362
40,single,f,straight,curvy,anything,not at all,never,college/university,white,67.0,-1,clerical / administrative,2012-06-30-18-33,"san francisco, california",has a kid,likes dogs and likes cats,atheism,scorpio,no,english,48369
26,single,m,straight,athletic,mostly anything,not at all,never,graduated from masters program,white,70.0,-1,science / tech / engineering,2012-06-30-16-27,"san francisco, california",doesn't have kids,likes dogs,atheism,taurus but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently)",48378
